Source,Target,Weight,Type
Alfonso,De la Peña,7,Undirected
De la Peña,Dutruel,7,Undirected
Alfonso,Rexach,7,Undirected
Reina,Zenden,7,Undirected
Fontàs,Puyol,7,Undirected
Davids,Quaresma,7,Undirected
Bakero,T. Velamazán,7,Undirected
Guardiola,T. Velamazán,7,Undirected
Abde,Lenglet,7,Undirected
Miranda,Riqui Puig,7,Undirected
Roger,T. Velamazán,7,Undirected
Carreras,Òscar,7,Undirected
Piqué,V. Sánchez,7,Undirected
Arnau,Gabri,7,Undirected
Bakero,Robson,7,Undirected
Cuéllar,Ronaldo,7,Undirected
Touré,V. Sánchez,7,Undirected
Cáceres,V. Sánchez,7,Undirected
Iniesta,Rodri,7,Undirected
Arda,Samper,7,Undirected
Aleñá,Arda,7,Undirected
Aleñá,Todibo,7,Undirected
Carles Pérez,Umtiti,7,Undirected
Mathieu,Montoya,7,Undirected
Gumbau,Rakitić,7,Undirected
Gumbau,Sandro,7,Undirected
Moreno,Nadal,7,Undirected
Roura,Xavi,7,Undirected
Puyol,Roura,7,Undirected
Busquets,Iñaki Peña,7,Undirected
Eskurza,Hagi,7,Undirected
Eskurza,Nadal,7,Undirected
Cocu,Nadal,7,Undirected
Aleix Vidal,Deulofeu,7,Undirected
Cuenca,Fontàs,7,Undirected
Zenden,Òscar,7,Undirected
Roura,Víctor Valdés,7,Undirected
Roura,Tello,7,Undirected
Busquets,Robson,7,Undirected
Christensen,Iñaki Peña,7,Undirected
De Jong,Iñaki Peña,7,Undirected
Mascherano,Masip,7,Undirected
Daniel Alves,Riqui Puig,7,Undirected
Juan Carlos,Serna,7,Undirected
Cristóbal,Goikoetxea,7,Undirected
Cristóbal,Juan Carlos,7,Undirected
Bartra,Bojan,7,Undirected
Davids,Motta,7,Undirected
Collado,Ter Stegen,7,Undirected
Neto,Valverde,7,Undirected
Rakitić,Todibo,7,Undirected
Lenglet,Vermaelen,7,Undirected
Iniesta,Kluivert,7,Undirected
Abde,Ansu Fati,7,Undirected
Araújo,N. Semedo,7,Undirected
Neymar,Puyol,7,Undirected
Aubameyang,Kessié,7,Undirected
Riqui Puig,Todibo,7,Undirected
Gumbau,Ter Stegen,7,Undirected
Collado,Umtiti,7,Undirected
Bonano,Sergi,7,Undirected
Dembélé,Todibo,7,Undirected
J. dos Santos,Song,7,Undirected
J. dos Santos,Vilanova,7,Undirected
Andersson,Víctor Valdés,7,Undirected
S. Roberto,Vilanova,7,Undirected
Demir,Riqui Puig,7,Undirected
J. dos Santos,S. Roberto,7,Undirected
Demir,Jordi Alba,7,Undirected
A. Gomes,Deulofeu,7,Undirected
Ilaix,S. Roberto,7,Undirected
Guardiola,Sánchez Jara,7,Undirected
Coutinho,Mina,7,Undirected
Ronaldinho,Óscar López,7,Undirected
Demir,Koeman,7,Undirected
Demir,Nico,7,Undirected
Abidal,V. Sánchez,7,Undirected
Christensen,Piqué,7,Undirected
Edmílson,Touré,7,Undirected
Cocu,Óscar López,7,Undirected
F. Navarro,Messi,7,Undirected
Balde,Riqui Puig,7,Undirected
F. Navarro,Ronaldinho,7,Undirected
Marlon,Suárez,7,Undirected
Abde,Balde,7,Undirected
N. Semedo,Neto,7,Undirected
Adriano,Jeffrén,7,Undirected
Busquets,Miranda,7,Undirected
Aleñá,Munir,7,Undirected
Déhu,Puyol,7,Undirected
Edmílson,G. dos Santos,7,Undirected
Dani,Motta,7,Undirected
Bojan,M. Crosas,7,Undirected
Guðjohnsen,M. Crosas,7,Undirected
Dembélé,Mina,7,Undirected
Bellerín,Xavi,7,Undirected
Saviola,Óscar López,7,Undirected
Fàbregas,Maxwell,7,Undirected
Eskurza,Jordi Cruijff,7,Undirected
Aleñá,Miranda,7,Undirected
Afellay,Fàbregas,6,Undirected
Motta,Óscar López,6,Undirected
Mingueza,Neto,6,Undirected
José Mari,Sergi,6,Undirected
Van Bronckhorst,Óscar López,6,Undirected
Begiristain,Pinilla,6,Undirected
Nando,Urbano,6,Undirected
Eto'o,Saviola,6,Undirected
Ezquerro,Saviola,6,Undirected
Amor,Sánchez Jara,6,Undirected
Christanval,Mendieta,6,Undirected
Bellerín,Dembélé,6,Undirected
Bellerín,Gavi,6,Undirected
Bellerín,M. Alonso,6,Undirected
J. Salinas,Pinilla,6,Undirected
M. Crosas,Márquez,6,Undirected
Abel Ruiz,Cillessen,6,Undirected
M. Crosas,Sylvinho,6,Undirected
Mina,Suárez,6,Undirected
Malcom,Vermaelen,6,Undirected
D. Suárez,Vidal,6,Undirected
Aleñá,Samper,6,Undirected
Aubameyang,Riqui Puig,6,Undirected
Guardiola,Muniesa,6,Undirected
Busquets,Marlon,6,Undirected
Guardiola,Rexach,6,Undirected
Dutruel,Guardiola,6,Undirected
Bakero,Giovanni,6,Undirected
Bakero,Luis Enrique,6,Undirected
N. Semedo,Todibo,6,Undirected
Daniel Alves,Samper,6,Undirected
Balde,Lenglet,6,Undirected
Neto,Suárez,6,Undirected
Muniesa,Pedro,6,Undirected
Aubameyang,Iñaki Peña,6,Undirected
Marlon,Messi,6,Undirected
Kluivert,Oleguer,6,Undirected
Araújo,Rakitić,6,Undirected
Abidal,Bartra,6,Undirected
Abidal,S. Roberto,6,Undirected
Overmars,Van Gaal,6,Undirected
Coutinho,Xavi,6,Undirected
Griezmann,Todibo,6,Undirected
Ferran,Riqui Puig,6,Undirected
Adama,Lenglet,6,Undirected
Gerard,Zenden,6,Undirected
Aleñá,Luis Enrique,6,Undirected
Dutruel,Zenden,6,Undirected
Bartra,Jeffrén,6,Undirected
Cuéllar,Stoichkov,6,Undirected
Keita,V. Sánchez,6,Undirected
Dani,Déhu,6,Undirected
Miranda,S. Roberto,6,Undirected
Amor,T. Velamazán,6,Undirected
De la Peña,Jordi Cruijff,6,Undirected
Digne,Munir,6,Undirected
Digne,Samper,6,Undirected
Albertini,Iniesta,6,Undirected
Albertini,Márquez,6,Undirected
Litmanen,Luis Enrique,6,Undirected
Puyol,Rodri,6,Undirected
Rodri,Van Bronckhorst,6,Undirected
Albertini,Giuly,6,Undirected
Oleguer,Rodri,6,Undirected
Dest,Iñaki Peña,6,Undirected
Dest,Kessié,6,Undirected
Afellay,Montoya,6,Undirected
Fontàs,S. Roberto,6,Undirected
Agüero,De Jong,6,Undirected
Busquets,Juan Carlos,6,Undirected
Adriano,Arda,6,Undirected
Davids,Overmars,6,Undirected
Gerard,Sergio García,6,Undirected
Dembélé,Jutglà,6,Undirected
Gavi,Jutglà,6,Undirected
Geovanni,Víctor Valdés,6,Undirected
Rochemback,Víctor Valdés,6,Undirected
Araújo,Suárez,6,Undirected
Araújo,Vidal,6,Undirected
Cocu,Sorín,6,Undirected
Luis Enrique,Sorín,6,Undirected
Pinto,Víctor Valdés,6,Undirected
Piqué,V. Vázquez,6,Undirected
Guardiola,V. Vázquez,6,Undirected
Hleb,Jeffrén,6,Undirected
Albertini,Víctor Valdés,6,Undirected
Albertini,Xavi,6,Undirected
Albertini,Belletti,6,Undirected
Albertini,Deco,6,Undirected
Albertini,Eto'o,6,Undirected
R. de Boer,Òscar,6,Undirected
Arthur,Braithwaite,6,Undirected
Carreras,Prosinečki,6,Undirected
Albertini,Puyol,6,Undirected
Albertini,Rijkaard,6,Undirected
Albertini,Ronaldinho,6,Undirected
Eto'o,Jeffrén,6,Undirected
Samper,Umtiti,6,Undirected
Hagi,T. Velamazán,6,Undirected
Jordi Cruijff,Kodro,6,Undirected
Celades,Stoichkov,6,Undirected
Bojan,V. Vázquez,6,Undirected
Hagi,Prosinečki,6,Undirected
Rakitić,Wagué,6,Undirected
Carles Pérez,Neto,6,Undirected
De la Peña,Gerard,6,Undirected
Fontàs,Montoya,6,Undirected
Aleix Vidal,Bartra,6,Undirected
Dutruel,Gabri,6,Undirected
Dani,De la Peña,6,Undirected
Pablo Torre,Pedri,6,Undirected
Araújo,Pablo Torre,6,Undirected
Aubameyang,Raphinha,6,Undirected
Busquets,V. Vázquez,6,Undirected
Cáceres,Jeffrén,6,Undirected
Estebaranz,Sergi,6,Undirected
Estebaranz,Iván Iglesias,6,Undirected
Moreno,Roger,6,Undirected
Bakero,Moreno,6,Undirected
Blanc,Cuéllar,6,Undirected
Arthur,Miranda,6,Undirected
Abel Ruiz,N. Semedo,6,Undirected
Aubameyang,S. Roberto,6,Undirected
Eusebio,Hagi,6,Undirected
Adriano,Roura,6,Undirected
Collado,Malcom,6,Undirected
Aleñá,Neymar,6,Undirected
Busquets,Wagué,6,Undirected
Aleñá,Wagué,6,Undirected
Busquets,Gumbau,6,Undirected
Belletti,Rodri,6,Undirected
Collado,Dembélé,6,Undirected
Carles Pérez,Messi,6,Undirected
Carles Pérez,Todibo,6,Undirected
Collado,De Jong,6,Undirected
Masip,Munir,6,Undirected
Daniel Alves,Mingueza,6,Undirected
Daniel Alves,Dest,6,Undirected
Abelardo,Coco,6,Undirected
Abelardo,Motta,6,Undirected
Masip,S. Roberto,6,Undirected
Masip,Samper,6,Undirected
Masip,Mathieu,6,Undirected
Ter Stegen,Todibo,6,Undirected
Depay,Iñaki Peña,6,Undirected
Bogarde,Pizzi,6,Undirected
Gabri,Sorín,6,Undirected
Bakero,Sánchez Jara,6,Undirected
Ferrer,Sánchez Jara,6,Undirected
Okunowo,Roger,6,Undirected
Roger,Xavi,6,Undirected
Demir,S. Roberto,6,Undirected
Afellay,Tello,6,Undirected
De la Peña,Dugarry,6,Undirected
Guðjohnsen,V. Vázquez,6,Undirected
Dugarry,Ferrer,6,Undirected
Hesp,Stoichkov,6,Undirected
Reiziger,Stoichkov,6,Undirected
Stoichkov,Van Gaal,6,Undirected
Iván Iglesias,José Mari,6,Undirected
Sergio García,Víctor Valdés,6,Undirected
Sergio García,Xavi,6,Undirected
Andersson,Ronaldinho,6,Undirected
Antić,Víctor Valdés,6,Undirected
Gerard,Sorín,6,Undirected
Andersson,Rijkaard,6,Undirected
Bogarde,De la Peña,6,Undirected
Vidal,Wagué,6,Undirected
Todibo,Wagué,6,Undirected
Douglas,Mathieu,6,Undirected
Dembélé,Wagué,6,Undirected
De Jong,Álvaro Sanz,6,Undirected
Xavi,Álvaro Sanz,6,Undirected
Gumbau,S. Roberto,6,Undirected
Geovanni,Overmars,6,Undirected
Jutglà,Èric García,6,Undirected
F. Navarro,Larsson,6,Undirected
F. Navarro,Sylvinho,6,Undirected
Luis Enrique,Óscar López,6,Undirected
Deulofeu,Thiago,6,Undirected
Laudrup,Pinilla,6,Undirected
Pinilla,Serna,6,Undirected
Pinilla,Zubizarreta,6,Undirected
Edmílson,Milito,6,Undirected
Depay,Lewandowski,6,Undirected
Iñaki Peña,Lewandowski,6,Undirected
Iniesta,Mina,6,Undirected
Dembélé,Miranda,6,Undirected
Márquez,Óscar López,6,Undirected
Puyol,Óscar López,6,Undirected
Busquets,Sánchez Jara,6,Undirected
Koeman,Sánchez Jara,6,Undirected
Guardiola,Lopetegi,6,Undirected
Ilaix,Umtiti,6,Undirected
Ferran,Iñaki Peña,6,Undirected
Busquets,Mina,6,Undirected
Nando,Pinilla,6,Undirected
Messi,Mina,6,Undirected
Arnau,Roger,6,Undirected
Carles Pérez,Dembélé,6,Undirected
D. Suárez,Miranda,6,Undirected
Bakero,José Mari,6,Undirected
Busquets,José Mari,6,Undirected
Víctor Valdés,Óscar López,6,Undirected
Jutglà,Lenglet,6,Undirected
Andersson,Sergi,6,Undirected
Abelardo,Saviola,6,Undirected
Abelardo,Bonano,6,Undirected
Douglas,Sandro,6,Undirected
Chygrynskyi,Daniel Alves,6,Undirected
Douglas,S. Roberto,6,Undirected
Chygrynskyi,Touré,6,Undirected
Ilaix,Junior,6,Undirected
Eusebio,Jordi Cruijff,6,Undirected
Fontàs,Fàbregas,6,Undirected
Mina,Rakitić,6,Undirected
Bellerín,Lewandowski,5,Undirected
Bellerín,Busquets,5,Undirected
Balde,Bellerín,5,Undirected
Dani,F. Navarro,5,Undirected
Mina,Paulinho,5,Undirected
Mina,Piqué,5,Undirected
Andersson,Geovanni,5,Undirected
Andersson,Coco,5,Undirected
Alcácer,Mina,5,Undirected
Digne,Mina,5,Undirected
Mina,Ter Stegen,5,Undirected
Belletti,Damià,5,Undirected
Ferrer,López Rekarte,5,Undirected
Iniesta,M. Crosas,5,Undirected
Jordi Cruijff,Sánchez Jara,5,Undirected
Ilaix,Pjanić,5,Undirected
Cuenca,S. Roberto,5,Undirected
Alarcón,S. Roberto,5,Undirected
Mina,N. Semedo,5,Undirected
Alarcón,Ferran,5,Undirected
Bellerín,Kessié,5,Undirected
Braithwaite,Depay,5,Undirected
Iñaki Peña,Piqué,5,Undirected
Bakero,Pinilla,5,Undirected
Bakero,Korneev,5,Undirected
Rijkaard,Sergio García,5,Undirected
Deulofeu,Pinto,5,Undirected
Deulofeu,Villa,5,Undirected
Malcom,Todibo,5,Undirected
Depay,Koundé,5,Undirected
Lopetegi,Stoichkov,5,Undirected
Nadal,Sánchez Jara,5,Undirected
Koundé,Piqué,5,Undirected
Cruijff,Korneev,5,Undirected
Eskurza,José Mari,5,Undirected
Goikoetxea,Pinilla,5,Undirected
Amor,Herrera,5,Undirected
Begiristain,José Mari,5,Undirected
Guardiola,José Mari,5,Undirected
Rijkaard,Rüştü,5,Undirected
Busquets,Korneev,5,Undirected
Cillessen,J. Cuenca,5,Undirected
D. Suárez,Mina,5,Undirected
Abelardo,Dugarry,5,Undirected
Arnaiz,Vermaelen,5,Undirected
Sorín,Víctor Valdés,5,Undirected
Iniesta,Quaresma,5,Undirected
Deulofeu,Montoya,5,Undirected
Ronaldinho,Rüştü,5,Undirected
Gumbau,Vermaelen,5,Undirected
Montoya,Munir,5,Undirected
Rexach,Zenden,5,Undirected
Damià,Larsson,5,Undirected
Riqui Puig,Wagué,5,Undirected
Collado,Todibo,5,Undirected
Masip,Messi,5,Undirected
Christanval,Dani,5,Undirected
Busquets,F. Couto,5,Undirected
Adriano,Deulofeu,5,Undirected
Deulofeu,J. dos Santos,5,Undirected
Gerard,Óscar López,5,Undirected
Ferrer,José Mari,5,Undirected
Márquez,Sergio García,5,Undirected
Jordi Alba,Mina,5,Undirected
J. Cuenca,Valverde,5,Undirected
Amor,Dugarry,5,Undirected
Aleñá,Trincão,5,Undirected
Dugarry,Giovanni,5,Undirected
Dugarry,Guardiola,5,Undirected
Coutinho,Junior,5,Undirected
Aleñá,Dest,5,Undirected
Aleñá,Koeman,5,Undirected
Arnaiz,N. Semedo,5,Undirected
Arnaiz,Valverde,5,Undirected
Herrera,Zubizarreta,5,Undirected
Messi,V. Vázquez,5,Undirected
Touré,V. Vázquez,5,Undirected
Blanc,Busquets,5,Undirected
Cuéllar,F. Couto,5,Undirected
Begiristain,Hagi,5,Undirected
Abidal,Vilanova,5,Undirected
Collado,Griezmann,5,Undirected
Nadal,Soler,5,Undirected
Daniel Alves,Jutglà,5,Undirected
Abelardo,Rochemback,5,Undirected
Masip,Suárez,5,Undirected
Aleñá,Neto,5,Undirected
Gumbau,Suárez,5,Undirected
Gumbau,Neymar,5,Undirected
Aleñá,Collado,5,Undirected
Boateng,Valverde,5,Undirected
Ibrahimović,J. dos Santos,5,Undirected
Depay,Pablo Torre,5,Undirected
Dest,Raphinha,5,Undirected
Busquets,Ronaldo,5,Undirected
Samper,Valverde,5,Undirected
Deulofeu,Song,5,Undirected
Deulofeu,Vilanova,5,Undirected
Andersson,Márquez,5,Undirected
Abel Ruiz,Malcom,5,Undirected
Bakero,Blanc,5,Undirected
Abelardo,Angoy,5,Undirected
Angoy,Cruijff,5,Undirected
Pinto,Roura,5,Undirected
N. Semedo,Samper,5,Undirected
Marlon,N. Semedo,5,Undirected
Christensen,Depay,5,Undirected
Arthur,D. Suárez,5,Undirected
Abel Ruiz,Rafinha,5,Undirected
Abel Ruiz,Riqui Puig,5,Undirected
Abel Ruiz,S. Roberto,5,Undirected
Marlon,Valverde,5,Undirected
Carles Pérez,Collado,5,Undirected
Carles Pérez,Malcom,5,Undirected
Marlon,Ter Stegen,5,Undirected
Araújo,Setién,5,Undirected
Alcácer,Marlon,5,Undirected
Cillessen,Samper,5,Undirected
F. de Boer,Giovanni,5,Undirected
Jordi Alba,Marlon,5,Undirected
Marlon,Rakitić,5,Undirected
Moreno,Prosinečki,5,Undirected
Neto,Èric García,5,Undirected
Mario Rosas,Van Gaal,5,Undirected
Cillessen,Marlon,5,Undirected
Piqué,Todibo,5,Undirected
Davids,Iniesta,5,Undirected
Lenglet,Todibo,5,Undirected
Iniesta,Masip,5,Undirected
Bakero,Pizzi,5,Undirected
De la Peña,Petit,5,Undirected
Abde,Pedri,5,Undirected
Daniel Alves,Gumbau,5,Undirected
Gumbau,Mascherano,5,Undirected
Ilias,Xavi,5,Undirected
Aleñá,Boateng,5,Undirected
Amor,Moreno,5,Undirected
Collado,Lenglet,5,Undirected
Popescu,T. Velamazán,5,Undirected
Aubameyang,Christensen,5,Undirected
Collado,N. Semedo,5,Undirected
Collado,Rafinha,5,Undirected
Busquets,J. Salinas,5,Undirected
Anderson,R. de Boer,5,Undirected
Celades,R. de Boer,5,Undirected
Lopetegi,Popescu,5,Undirected
Cuéllar,Hagi,5,Undirected
T. Velamazán,Òscar,5,Undirected
Chumi,Malcom,5,Undirected
Chumi,Miranda,5,Undirected
Bakero,Vítor Baía,5,Undirected
Luis Enrique,Prosinečki,5,Undirected
Iniesta,Sergio García,5,Undirected
Puyol,Sergio García,5,Undirected
D. Suárez,Marlon,5,Undirected
Murillo,Valverde,5,Undirected
Alexanko,Witschge,5,Undirected
Adama,Mingueza,5,Undirected
Bartra,Masip,5,Undirected
Chumi,Valverde,5,Undirected
Collado,Piqué,5,Undirected
Davids,Gabri,5,Undirected
Prosinečki,Robson,5,Undirected
De la Peña,T. Velamazán,5,Undirected
Xavi,Ćirić,5,Undirected
Zenden,Ćirić,5,Undirected
Keita,V. Vázquez,5,Undirected
Cocu,Ćirić,5,Undirected
D. Suárez,Malcom,5,Undirected
Andersson,Riquelme,5,Undirected
Puyol,Sorín,5,Undirected
Gerard,M. López,5,Undirected
Jeffrén,V. Vázquez,5,Undirected
Neto,Vidal,5,Undirected
Pellegrino,R. de Boer,5,Undirected
M. López,Motta,5,Undirected
Pedro,V. Vázquez,5,Undirected
Afellay,Bartra,5,Undirected
Celades,Jordi Cruijff,5,Undirected
Miranda,Rafinha,5,Undirected
Neto,Todibo,5,Undirected
Munir,Riqui Puig,5,Undirected
Chumi,Cillessen,5,Undirected
Gabri,Nano,5,Undirected
Kluivert,Nano,5,Undirected
Giovanni,Prosinečki,5,Undirected
S. Roberto,Todibo,5,Undirected
Bravo,Samper,5,Undirected
Guardiola,Nolito,5,Undirected
Marlon,Munir,5,Undirected
De Jong,Wagué,5,Undirected
Larsson,M. López,5,Undirected
M. López,Van Bommel,5,Undirected
Reiziger,Sorín,5,Undirected
Busquets,T. Velamazán,5,Undirected
Carreras,T. Velamazán,5,Undirected
Andersson,Antić,5,Undirected
Aleñá,Junior,5,Undirected
Jorquera,Van Bommel,5,Undirected
Agüero,Jordi Alba,5,Undirected
Afellay,S. Roberto,5,Undirected
Carreras,Moreno,5,Undirected
Agüero,Busquets,5,Undirected
Agüero,Coutinho,5,Undirected
Agüero,Depay,5,Undirected
Agüero,Dest,5,Undirected
Rodri,Sylvinho,5,Undirected
Agüero,Piqué,5,Undirected
Agüero,Ter Stegen,5,Undirected
Agüero,Gavi,5,Undirected
Prosinečki,Vítor Baía,5,Undirected
Kessié,Nico,5,Undirected
Iñaki Peña,Nico,5,Undirected
Suárez,Wagué,5,Undirected
Déhu,Litmanen,5,Undirected
Davids,Kluivert,5,Undirected
Griezmann,Wagué,5,Undirected
Suárez,Todibo,5,Undirected
Abde,Coutinho,5,Undirected
Abde,Mingueza,5,Undirected
Abde,Riqui Puig,5,Undirected
Keita,Nolito,5,Undirected
Andersson,Rivaldo,5,Undirected
Abidal,Chygrynskyi,5,Undirected
Alexanko,Pinilla,5,Undirected
Douglas,Pedro,5,Undirected
Korneev,Stoichkov,5,Undirected
Serna,Urbano,5,Undirected
Alarcón,Christensen,5,Undirected
M. Crosas,Puyol,5,Undirected
José Mari,Korneev,5,Undirected
J. Salinas,Urbano,5,Undirected
Amor,Lopetegi,5,Undirected
Iván Iglesias,Sánchez Jara,5,Undirected
Lopetegi,Nadal,5,Undirected
Abel Ruiz,Miranda,5,Undirected
Jorquera,Thuram,5,Undirected
Henry,M. Crosas,5,Undirected
Begiristain,Urbano,5,Undirected
Cruijff,Urbano,5,Undirected
Eusebio,Urbano,5,Undirected
Alarcón,Raphinha,5,Undirected
Iñaki Peña,M. Alonso,5,Undirected
Alarcón,Xavi,5,Undirected
M. Crosas,Xavi,5,Undirected
Saviola,Thuram,5,Undirected
Eto'o,M. Crosas,5,Undirected
M. Crosas,Touré,5,Undirected
Alarcón,Kessié,5,Undirected
Alfonso,Geovanni,4,Undirected
M. Crosas,Rijkaard,4,Undirected
Abidal,M. Crosas,4,Undirected
Alarcón,Ter Stegen,4,Undirected
Alarcón,Lewandowski,4,Undirected
Daniel Alves,Álvaro Sanz,4,Undirected
Malcom,Wagué,4,Undirected
Piqué,Álvaro Sanz,4,Undirected
J. dos Santos,Touré,4,Undirected
Ibrahimović,Pinto,4,Undirected
Ibrahimović,Thiago,4,Undirected
Amor,Korneev,4,Undirected
Ronaldinho,Sergio García,4,Undirected
Iñaki Peña,Koundé,4,Undirected
Arthur,Todibo,4,Undirected
Jordi Alba,Todibo,4,Undirected
Ter Stegen,Wagué,4,Undirected
Todibo,Vidal,4,Undirected
Douglas,Samper,4,Undirected
Masip,Rafinha,4,Undirected
Masip,Sandro,4,Undirected
Hagi,Sánchez Jara,4,Undirected
Araújo,Emerson,4,Undirected
Herrera,Soler,4,Undirected
Herrera,Stoichkov,4,Undirected
Cruijff,Herrera,4,Undirected
Pablo Torre,Piqué,4,Undirected
Eusebio,Herrera,4,Undirected
Herrera,J. Salinas,4,Undirected
Amunike,Ćirić,4,Undirected
Begiristain,Korneev,4,Undirected
Andersson,Van Bronckhorst,4,Undirected
Guardiola,Korneev,4,Undirected
Amor,José Mari,4,Undirected
Hagi,José Mari,4,Undirected
A. Gomes,Mina,4,Undirected
Eskurza,Korneev,4,Undirected
Balde,Coutinho,4,Undirected
Agüero,Koeman,4,Undirected
Agüero,Mingueza,4,Undirected
Guardiola,M. Crosas,4,Undirected
M. Crosas,Piqué,4,Undirected
Edmílson,M. López,4,Undirected
Jorquera,M. López,4,Undirected
Daniel Alves,M. Crosas,4,Undirected
Hleb,V. Vázquez,4,Undirected
Dest,Pablo Torre,4,Undirected
Rodri,Víctor Valdés,4,Undirected
Iñaki Peña,Pedri,4,Undirected
Rodri,Xavi,4,Undirected
Agüero,S. Roberto,4,Undirected
Demir,Lenglet,4,Undirected
Afellay,J. dos Santos,4,Undirected
Jeffrén,Sylvinho,4,Undirected
Agüero,Èric García,4,Undirected
F. de Boer,Nano,4,Undirected
Mario Rosas,Zenden,4,Undirected
Bravo,D. Suárez,4,Undirected
Bravo,Digne,4,Undirected
Arnau,Pellegrino,4,Undirected
Lenglet,Monchu,4,Undirected
Casadó,Pablo Torre,4,Undirected
Casadó,Xavi,4,Undirected
Oleguer,Óscar López,4,Undirected
Mascherano,Nolito,4,Undirected
Junior,Wagué,4,Undirected
Casadó,Kessié,4,Undirected
Aubameyang,Pablo Torre,4,Undirected
Balde,Casadó,4,Undirected
Albertini,Sylvinho,4,Undirected
Jeffrén,M. Crosas,4,Undirected
Keita,M. Crosas,4,Undirected
M. Crosas,Pedro,4,Undirected
Xavi,Òscar,4,Undirected
Ezquerro,M. López,4,Undirected
Celades,Ronaldo,4,Undirected
Pizzi,Prosinečki,4,Undirected
Monchu,N. Semedo,4,Undirected
Pedro,V. Sánchez,4,Undirected
Márquez,Rodri,4,Undirected
Giuly,Rodri,4,Undirected
Pinto,V. Vázquez,4,Undirected
Dongou,Martino,4,Undirected
Andersson,Mendieta,4,Undirected
Albertini,M. López,4,Undirected
Busquets,Masip,4,Undirected
Nolito,Thiago,4,Undirected
Bojan,Nolito,4,Undirected
Nolito,Pedro,4,Undirected
Monchu,S. Roberto,4,Undirected
Dongou,Montoya,4,Undirected
Busquets,Dongou,4,Undirected
Carreras,Jordi Cruijff,4,Undirected
Lopetegi,T. Velamazán,4,Undirected
Marlon,Mascherano,4,Undirected
Adama,S. Roberto,4,Undirected
Adama,Montoya,4,Undirected
Adama,Pedro,4,Undirected
Dongou,S. Roberto,4,Undirected
Dongou,Pedro,4,Undirected
Chumi,Lenglet,4,Undirected
A. Sánchez,Dongou,4,Undirected
Ansu Fati,Collado,4,Undirected
Balliu,J. dos Santos,4,Undirected
Balliu,Busquets,4,Undirected
Balliu,Villa,4,Undirected
Albertini,Oleguer,4,Undirected
R. de Boer,Roger,4,Undirected
Anderson,Arnau,4,Undirected
Abde,Iñaki Peña,4,Undirected
Abde,Kessié,4,Undirected
Abde,Pablo Torre,4,Undirected
Casadó,Iñaki Peña,4,Undirected
Chumi,N. Semedo,4,Undirected
Luis Enrique,Marlon,4,Undirected
Kluivert,Ćirić,4,Undirected
Pellegrino,Roger,4,Undirected
Ilias,Mingueza,4,Undirected
Ilias,Nico,4,Undirected
Malcom,Murillo,4,Undirected
Cristóbal,J. Salinas,4,Undirected
Boateng,Malcom,4,Undirected
Ansu Fati,Casadó,4,Undirected
Abde,Aubameyang,4,Undirected
Muniesa,Pinto,4,Undirected
Guardiola,Okunowo,4,Undirected
Hagi,Moreno,4,Undirected
Celades,Moreno,4,Undirected
Figo,Lopetegi,4,Undirected
Collado,Rakitić,4,Undirected
Ilias,Riqui Puig,4,Undirected
De Jong,Ilias,4,Undirected
Demir,Xavi,4,Undirected
Busquets,Chumi,4,Undirected
Christanval,Riquelme,4,Undirected
Rafinha,Todibo,4,Undirected
Davids,Gerard,4,Undirected
Cocu,Sergio García,4,Undirected
Luis García,Sergio García,4,Undirected
Neto,Rafinha,4,Undirected
Cáceres,V. Vázquez,4,Undirected
Arnau,Gerard,4,Undirected
Jordi Alba,Álvaro Sanz,4,Undirected
Abde,Ferran,4,Undirected
Dembélé,Álvaro Sanz,4,Undirected
Collado,Neto,4,Undirected
Miranda,Rakitić,4,Undirected
Keita,Muniesa,4,Undirected
Aleñá,Chumi,4,Undirected
Busquets,M. Crosas,4,Undirected
Cáceres,M. Crosas,4,Undirected
Goikoetxea,Pablo Alfaro,4,Undirected
Laudrup,Pablo Alfaro,4,Undirected
Ilias,Èric García,4,Undirected
Jutglà,Mingueza,4,Undirected
Balde,Mika Mármol,4,Undirected
Iniesta,Rochemback,4,Undirected
Prosinečki,T. Velamazán,4,Undirected
Collado,Miranda,4,Undirected
Jordi Cruijff,Prosinečki,4,Undirected
Cuéllar,Jordi Cruijff,4,Undirected
Cuéllar,Moreno,4,Undirected
Alcácer,Samper,4,Undirected
Cillessen,Collado,4,Undirected
Nadal,Okunowo,4,Undirected
Deulofeu,Fàbregas,4,Undirected
Cocu,Rüştü,4,Undirected
Gerard,Rüştü,4,Undirected
Rivaldo,Stoichkov,4,Undirected
Arnau,Giovanni,4,Undirected
Arnau,Nadal,4,Undirected
Gumbau,Piqué,4,Undirected
Boateng,Vidal,4,Undirected
Arthur,Collado,4,Undirected
Abel Ruiz,Lenglet,4,Undirected
Amor,Angoy,4,Undirected
Angoy,Ferrer,4,Undirected
Abidal,Song,4,Undirected
Eskurza,Sánchez Jara,4,Undirected
Eusebio,Sánchez Jara,4,Undirected
Alcácer,Munir,4,Undirected
Okunowo,Òscar,4,Undirected
Emerson,S. Roberto,4,Undirected
Fontàs,Riverola,4,Undirected
Guardiola,Riverola,4,Undirected
Cuenca,Riverola,4,Undirected
Riverola,Thiago,4,Undirected
Cillessen,Ter Stegen,4,Undirected
Christensen,Dest,4,Undirected
