Source,Target,Weight,Type
Motta,Riquelme,18,Undirected
Dani,Serra Ferrer,18,Undirected
Rivaldo,Saviola,18,Undirected
Ezquerro,Márquez,18,Undirected
Ezquerro,Motta,18,Undirected
Cillessen,Digne,18,Undirected
Dani,Gerard,18,Undirected
Cocu,Petit,18,Undirected
Edmílson,Ezquerro,18,Undirected
Alfonso,Reiziger,18,Undirected
Guardiola,Kodro,18,Undirected
F. Navarro,Van Gaal,18,Undirected
Ilaix,Koeman,18,Undirected
Deulofeu,S. Roberto,18,Undirected
Abidal,Deco,18,Undirected
Pizzi,Reiziger,18,Undirected
Cocu,Oleguer,18,Undirected
Hesp,Pizzi,18,Undirected
Bakero,Soler,18,Undirected
Edmílson,Thuram,17,Undirected
Ezquerro,Guðjohnsen,17,Undirected
D. Suárez,Vermaelen,17,Undirected
Eusebio,Soler,17,Undirected
M. López,Rijkaard,17,Undirected
Belletti,M. López,17,Undirected
Deulofeu,Rakitić,17,Undirected
Vítor Baía,Òscar,17,Undirected
Aleix Vidal,N. Semedo,17,Undirected
Serna,Soler,17,Undirected
Jeffrén,Pinto,17,Undirected
Digne,Paulinho,17,Undirected
Griezmann,Ilaix,17,Undirected
Goikoetxea,Sergi,17,Undirected
Lenglet,Nico,17,Undirected
Alexanko,Nando,17,Undirected
Alcácer,Rafinha,17,Undirected
J. dos Santos,Messi,17,Undirected
Gabri,Litmanen,17,Undirected
Fontàs,Pedro,17,Undirected
Fontàs,Thiago,17,Undirected
Aleñá,D. Suárez,17,Undirected
Overmars,Simão,17,Undirected
Aubameyang,Nico,17,Undirected
Daniel Alves,Gavi,17,Undirected
J. dos Santos,Pinto,17,Undirected
J. dos Santos,Piqué,17,Undirected
Luis García,Oleguer,17,Undirected
Pellegrino,Reiziger,17,Undirected
Pellegrino,Zenden,17,Undirected
Pablo Torre,Xavi,17,Undirected
Busquets,Eusebio,17,Undirected
Adama,Dembélé,17,Undirected
Bartra,Villa,17,Undirected
S. Roberto,Setién,17,Undirected
Alfonso,Luis Enrique,17,Undirected
Celades,Cruijff,17,Undirected
Adama,Gavi,17,Undirected
Adama,Jordi Alba,17,Undirected
Nando,Witschge,17,Undirected
Adama,Ferran,17,Undirected
Busquets,Celades,17,Undirected
Celades,Popescu,17,Undirected
Gabri,Serra Ferrer,17,Undirected
Prosinečki,Sergi,17,Undirected
Márquez,Reiziger,17,Undirected
Petit,Rivaldo,17,Undirected
Geovanni,Motta,17,Undirected
Giovanni,Xavi,17,Undirected
Roger,Vítor Baía,17,Undirected
Okunowo,Zenden,17,Undirected
Okunowo,Reiziger,17,Undirected
Déhu,Van Gaal,17,Undirected
Hesp,Litmanen,17,Undirected
Litmanen,Xavi,17,Undirected
Bogarde,Puyol,17,Undirected
Hesp,Puyol,17,Undirected
Abelardo,Litmanen,17,Undirected
Bogarde,Xavi,17,Undirected
Iniesta,Jorquera,17,Undirected
Munir,Rafinha,17,Undirected
J. dos Santos,Víctor Valdés,17,Undirected
Jordi Cruijff,Nadal,17,Undirected
Ferrer,Jordi Cruijff,17,Undirected
Cocu,Riquelme,17,Undirected
Pedro,Ter Stegen,17,Undirected
Jordi Alba,Puyol,17,Undirected
Bonano,Geovanni,17,Undirected
Reiziger,Rochemback,17,Undirected
Andersson,Xavi,17,Undirected
Cocu,F. Navarro,17,Undirected
Munir,Valverde,17,Undirected
Deco,Gabri,17,Undirected
Guðjohnsen,Milito,17,Undirected
Koeman,Umtiti,17,Undirected
F. Navarro,Víctor Valdés,17,Undirected
Bojan,Deco,17,Undirected
Bonano,Riquelme,17,Undirected
G. dos Santos,Guðjohnsen,17,Undirected
Ilaix,Pedri,17,Undirected
Mingueza,Nico,17,Undirected
Amor,Cuéllar,17,Undirected
Amor,Kodro,17,Undirected
Piqué,Trincão,17,Undirected
Rakitić,Riqui Puig,17,Undirected
Neto,S. Roberto,17,Undirected
Alcácer,Cillessen,17,Undirected
Kessié,Pablo Torre,17,Undirected
Busquets,Fontàs,17,Undirected
Daniel Alves,J. dos Santos,17,Undirected
Anderson,Òscar,17,Undirected
Reiziger,Òscar,17,Undirected
Coutinho,Vermaelen,17,Undirected
Soler,Stoichkov,17,Undirected
Abidal,Ronaldinho,17,Undirected
Eto'o,Milito,17,Undirected
Alexanko,Serna,16,Undirected
Alexanko,Koeman,16,Undirected
Deco,Touré,16,Undirected
Balde,Piqué,16,Undirected
Ilaix,Lenglet,16,Undirected
Neymar,Pinto,16,Undirected
Overmars,Riquelme,16,Undirected
Alcácer,Paulinho,16,Undirected
Amunike,Nadal,16,Undirected
Arnau,Sergi,16,Undirected
Amunike,Ferrer,16,Undirected
Alexanko,Ferrer,16,Undirected
Giuly,Thuram,16,Undirected
Saviola,Zambrotta,16,Undirected
Carles Pérez,Griezmann,16,Undirected
Dembélé,Neto,16,Undirected
Neto,Piqué,16,Undirected
Giuly,Jorquera,16,Undirected
R. de Boer,Simão,16,Undirected
Junior,Suárez,16,Undirected
Litmanen,Zenden,16,Undirected
Bogarde,Litmanen,16,Undirected
Arnau,Simão,16,Undirected
Gabri,Luis García,16,Undirected
Ansu Fati,Pablo Torre,16,Undirected
Bartra,Vilanova,16,Undirected
Aleix Vidal,Mathieu,16,Undirected
Dutruel,Sergi,16,Undirected
Litmanen,Puyol,16,Undirected
Messi,Van Bommel,16,Undirected
Ansu Fati,Junior,16,Undirected
Arnau,Xavi,16,Undirected
Anderson,Pellegrino,16,Undirected
Celades,Kluivert,16,Undirected
Fàbregas,J. dos Santos,16,Undirected
Juan Carlos,Nando,16,Undirected
Ferrer,Witschge,16,Undirected
Bakero,Celades,16,Undirected
Arthur,Setién,16,Undirected
Cáceres,Víctor Valdés,16,Undirected
Adama,Araújo,16,Undirected
Dest,Ferran,16,Undirected
Kluivert,Ronaldinho,16,Undirected
Luis Enrique,Quaresma,16,Undirected
Braithwaite,Umtiti,16,Undirected
De Jong,Setién,16,Undirected
Figo,Hagi,16,Undirected
Henry,Maxwell,16,Undirected
Abelardo,Alfonso,16,Undirected
Luis García,Quaresma,16,Undirected
Gavi,Riqui Puig,16,Undirected
Bakero,Òscar,16,Undirected
Ibrahimović,Márquez,16,Undirected
Eto'o,Gerard,16,Undirected
Abidal,J. dos Santos,16,Undirected
Cáceres,Hleb,16,Undirected
Cáceres,Eto'o,16,Undirected
Maxwell,Márquez,16,Undirected
Deco,Gerard,16,Undirected
Munir,Vermaelen,16,Undirected
Gerard,Reina,16,Undirected
Lenglet,Rafinha,16,Undirected
Luis Enrique,Luis García,16,Undirected
Okunowo,Xavi,16,Undirected
Mascherano,Milito,16,Undirected
J. dos Santos,Mascherano,16,Undirected
Roger,Ronaldo,16,Undirected
Coutinho,Pedri,16,Undirected
Christanval,Rivaldo,16,Undirected
Christanval,Overmars,16,Undirected
Munir,Pedro,16,Undirected
Andersson,Cocu,16,Undirected
Ansu Fati,Koeman,16,Undirected
Figo,Prosinečki,16,Undirected
F. Navarro,Mendieta,16,Undirected
Motta,Van Gaal,16,Undirected
Dembélé,Ilaix,16,Undirected
Jordi Cruijff,Stoichkov,16,Undirected
Junior,Pedri,16,Undirected
Geovanni,Gerard,16,Undirected
Araújo,Pjanić,16,Undirected
Munir,Samper,16,Undirected
Coutinho,Gavi,16,Undirected
Eto'o,Gabri,16,Undirected
Mendieta,Rochemback,16,Undirected
Ilaix,Mingueza,16,Undirected
Ilaix,Jordi Alba,16,Undirected
De Jong,Ilaix,16,Undirected
Ilaix,Messi,16,Undirected
Ilaix,Ter Stegen,16,Undirected
Balde,Depay,16,Undirected
Junior,Mingueza,16,Undirected
Reiziger,Riquelme,16,Undirected
F. Navarro,Motta,16,Undirected
Carles Pérez,N. Semedo,16,Undirected
Carles Pérez,S. Roberto,16,Undirected
Carles Pérez,Lenglet,16,Undirected
Deulofeu,Ter Stegen,16,Undirected
Mascherano,Valverde,16,Undirected
Arnau,Luis Enrique,16,Undirected
Iniesta,M. López,16,Undirected
Carreras,Cruijff,16,Undirected
F. Couto,Reiziger,16,Undirected
Belletti,Gerard,16,Undirected
Ferrer,Soler,16,Undirected
Pizzi,Rivaldo,16,Undirected
Edmílson,Saviola,16,Undirected
Nando,Soler,16,Undirected
Deco,Milito,16,Undirected
Guðjohnsen,Saviola,16,Undirected
Abidal,Thuram,15,Undirected
Puyol,R. de Boer,15,Undirected
Cocu,Déhu,15,Undirected
Cocu,Iniesta,15,Undirected
Paulinho,Vermaelen,15,Undirected
Amunike,Giovanni,15,Undirected
Afellay,Pinto,15,Undirected
Deulofeu,Iniesta,15,Undirected
Déhu,Figo,15,Undirected
Gabri,R. de Boer,15,Undirected
Depay,Riqui Puig,15,Undirected
Dest,Ilaix,15,Undirected
Fontàs,Pinto,15,Undirected
Gerard,Rexach,15,Undirected
M. López,Oleguer,15,Undirected
Coutinho,D. Suárez,15,Undirected
Dutruel,Rivaldo,15,Undirected
Malcom,Suárez,15,Undirected
Popescu,Prosinečki,15,Undirected
Cáceres,Márquez,15,Undirected
Christanval,Motta,15,Undirected
J. dos Santos,Xavi,15,Undirected
Pedri,Umtiti,15,Undirected
Edmílson,Gabri,15,Undirected
Ibrahimović,Milito,15,Undirected
Riquelme,Rochemback,15,Undirected
Roger,Stoichkov,15,Undirected
Koeman,Neto,15,Undirected
Andersson,Saviola,15,Undirected
Bojan,Thuram,15,Undirected
Geovanni,Rochemback,15,Undirected
Junior,Trincão,15,Undirected
Mingueza,Umtiti,15,Undirected
Luis Enrique,Samper,15,Undirected
Abde,Busquets,15,Undirected
Abde,Nico,15,Undirected
Coutinho,Depay,15,Undirected
Gerard,Riquelme,15,Undirected
Laudrup,Sergi,15,Undirected
Ronaldinho,Touré,15,Undirected
Abelardo,Pellegrino,15,Undirected
Anderson,Okunowo,15,Undirected
Deulofeu,Umtiti,15,Undirected
Abde,Ter Stegen,15,Undirected
J. dos Santos,Maxwell,15,Undirected
Belletti,Guðjohnsen,15,Undirected
Kluivert,Quaresma,15,Undirected
Daniel Alves,Ferran,15,Undirected
Puyol,Vilanova,15,Undirected
Deulofeu,Jordi Alba,15,Undirected
Araújo,Daniel Alves,15,Undirected
Daniel Alves,Dembélé,15,Undirected
Gerard,Quaresma,15,Undirected
Overmars,Quaresma,15,Undirected
Gerard,Giuly,15,Undirected
Mingueza,Xavi,15,Undirected
Henry,Ronaldinho,15,Undirected
Ferran,Nico,15,Undirected
Luis Enrique,Pellegrino,15,Undirected
Ezquerro,Sylvinho,15,Undirected
Alfonso,Gabri,15,Undirected
Neto,Riqui Puig,15,Undirected
Alfonso,Overmars,15,Undirected
Alfonso,Simão,15,Undirected
Coco,Luis Enrique,15,Undirected
Andersson,Puyol,15,Undirected
Giuly,M. López,15,Undirected
S. Roberto,Samper,15,Undirected
Sandro,Suárez,15,Undirected
F. Navarro,Luis Enrique,15,Undirected
Coco,Rivaldo,15,Undirected
Coco,Gabri,15,Undirected
Prosinečki,Roger,15,Undirected
J. dos Santos,Keita,15,Undirected
Dembélé,Malcom,15,Undirected
Gerard,Simão,15,Undirected
Guðjohnsen,Pedro,15,Undirected
Eto'o,Pedro,15,Undirected
Cruijff,Prosinečki,15,Undirected
Abelardo,Cuéllar,15,Undirected
Carles Pérez,De Jong,15,Undirected
Abelardo,Prosinečki,15,Undirected
Amunike,De la Peña,14,Undirected
Amunike,Stoichkov,14,Undirected
Déhu,R. de Boer,14,Undirected
Abelardo,Ćirić,14,Undirected
Hesp,Simão,14,Undirected
Davids,Rijkaard,14,Undirected
Ezquerro,Zambrotta,14,Undirected
Puyol,S. Roberto,14,Undirected
G. dos Santos,Thuram,14,Undirected
Deco,G. dos Santos,14,Undirected
Eto'o,G. dos Santos,14,Undirected
Davids,Xavi,14,Undirected
Jorquera,Ronaldinho,14,Undirected
Jorquera,Van Bronckhorst,14,Undirected
Cocu,Davids,14,Undirected
J. dos Santos,Villa,14,Undirected
Anderson,De la Peña,14,Undirected
Hleb,Pedro,14,Undirected
Giovanni,Kluivert,14,Undirected
Celades,Zenden,14,Undirected
Cillessen,Coutinho,14,Undirected
Pizzi,Ćirić,14,Undirected
Jordi Cruijff,Koeman,14,Undirected
Depay,Koeman,14,Undirected
M. López,Víctor Valdés,14,Undirected
F. Couto,Ćirić,14,Undirected
Cáceres,Henry,14,Undirected
Cáceres,Piqué,14,Undirected
Cáceres,Touré,14,Undirected
Cocu,Dutruel,14,Undirected
Coutinho,Riqui Puig,14,Undirected
Jorquera,Sylvinho,14,Undirected
Blanc,Roger,14,Undirected
Kodro,Òscar,14,Undirected
J. dos Santos,Puyol,14,Undirected
Guardiola,Montoya,14,Undirected
Fontàs,Keita,14,Undirected
Coco,Overmars,14,Undirected
Stoichkov,Òscar,14,Undirected
Abde,Jordi Alba,14,Undirected
Antić,F. de Boer,14,Undirected
Abelardo,Iván Iglesias,14,Undirected
F. de Boer,Víctor Valdés,14,Undirected
Luis Enrique,Riquelme,14,Undirected
Mendieta,Víctor Valdés,14,Undirected
Neymar,Tello,14,Undirected
Riquelme,Van Gaal,14,Undirected
Bonano,Rivaldo,14,Undirected
Pjanić,Riqui Puig,14,Undirected
Van Bommel,Xavi,14,Undirected
Aleñá,Griezmann,14,Undirected
Overmars,Petit,14,Undirected
Dutruel,Simão,14,Undirected
Rivaldo,Rochemback,14,Undirected
Cáceres,Sylvinho,14,Undirected
Gavi,Pablo Torre,14,Undirected
Pablo Torre,Èric García,14,Undirected
Petit,Simão,14,Undirected
Alfonso,Petit,14,Undirected
Ansu Fati,Valverde,14,Undirected
Bartra,Vermaelen,14,Undirected
Neymar,Vermaelen,14,Undirected
Mathieu,Vermaelen,14,Undirected
Eto'o,Ezquerro,14,Undirected
Araújo,Umtiti,14,Undirected
Adriano,Sandro,14,Undirected
Riqui Puig,Vidal,14,Undirected
Araújo,Neto,14,Undirected
Busquets,Carles Pérez,14,Undirected
Carles Pérez,Piqué,14,Undirected
Guardiola,Prosinečki,14,Undirected
Ansu Fati,Braithwaite,14,Undirected
De Jong,Jutglà,14,Undirected
Thuram,Van Bronckhorst,14,Undirected
Òscar,Ćirić,14,Undirected
Koeman,Soler,14,Undirected
A. Gomes,Dembélé,14,Undirected
Cáceres,Iniesta,14,Undirected
Ferran,Pablo Torre,14,Undirected
Deulofeu,N. Semedo,14,Undirected
Cillessen,Mascherano,14,Undirected
Abde,Xavi,14,Undirected
Abde,Gavi,14,Undirected
Antić,Mendieta,14,Undirected
Antić,Kluivert,14,Undirected
Aubameyang,Daniel Alves,14,Undirected
Cristóbal,Cruijff,13,Undirected
Henry,Oleguer,13,Undirected
G. dos Santos,Ronaldinho,13,Undirected
Adama,Pedri,13,Undirected
Daniel Alves,Depay,13,Undirected
Antić,Riquelme,13,Undirected
Gerard,Sylvinho,13,Undirected
Adriano,J. dos Santos,13,Undirected
Luis Enrique,Márquez,13,Undirected
Riqui Puig,Xavi,13,Undirected
Ansu Fati,Nico,13,Undirected
Arnau,R. de Boer,13,Undirected
Aleñá,Digne,13,Undirected
Digne,Rafinha,13,Undirected
Roger,Ćirić,13,Undirected
Cillessen,Vermaelen,13,Undirected
Cocu,Roger,13,Undirected
Deulofeu,Suárez,13,Undirected
Munir,N. Semedo,13,Undirected
Guardiola,V. Sánchez,13,Undirected
Luis Enrique,Okunowo,13,Undirected
Mascherano,N. Semedo,13,Undirected
Piqué,Raphinha,13,Undirected
Pablo Torre,Ter Stegen,13,Undirected
Pablo Torre,Raphinha,13,Undirected
Ansu Fati,Aubameyang,13,Undirected
Keita,Tello,13,Undirected
Deulofeu,Mascherano,13,Undirected
Cristóbal,Zubizarreta,13,Undirected
Alfonso,Dani,13,Undirected
Petit,Reiziger,13,Undirected
Luis Enrique,Petit,13,Undirected
Alfonso,Puyol,13,Undirected
Dutruel,F. de Boer,13,Undirected
Adriano,Vermaelen,13,Undirected
Alfonso,Reina,13,Undirected
Chygrynskyi,Guardiola,13,Undirected
Reina,Rexach,13,Undirected
Carreras,Ferrer,13,Undirected
Motta,Van Bommel,13,Undirected
Carles Pérez,Ter Stegen,13,Undirected
Coutinho,Griezmann,13,Undirected
Aleñá,De Jong,13,Undirected
Christanval,Sergi,13,Undirected
Christanval,Geovanni,13,Undirected
Coutinho,Trincão,13,Undirected
Cuéllar,Roger,13,Undirected
Cuéllar,Figo,13,Undirected
Pedro,Sylvinho,13,Undirected
Kodro,Prosinečki,13,Undirected
Setién,Suárez,13,Undirected
Arthur,Junior,13,Undirected
Hagi,Popescu,13,Undirected
De la Peña,Prosinečki,13,Undirected
Junior,Setién,13,Undirected
Ansu Fati,Umtiti,13,Undirected
Ansu Fati,Neto,13,Undirected
Carles Pérez,Rakitić,13,Undirected
Abelardo,Petit,13,Undirected
Gerard,Petit,13,Undirected
Dembélé,Rafinha,13,Undirected
Cillessen,Malcom,13,Undirected
Lenglet,Munir,13,Undirected
Amunike,F. Couto,13,Undirected
Arthur,Rafinha,13,Undirected
Arthur,Riqui Puig,13,Undirected
Ronaldo,Òscar,13,Undirected
Cillessen,Lenglet,13,Undirected
Arnau,Guardiola,13,Undirected
Rakitić,Samper,13,Undirected
Messi,Samper,13,Undirected
Saviola,Sergi,13,Undirected
Fontàs,Iniesta,13,Undirected
Bojan,Ronaldinho,13,Undirected
Araújo,Ilaix,13,Undirected
S. Roberto,Trincão,13,Undirected
Junior,Pjanić,13,Undirected
Dest,Junior,13,Undirected
Bakero,Prosinečki,13,Undirected
Piqué,Pjanić,13,Undirected
Andersson,Gabri,13,Undirected
Andersson,Luis Enrique,13,Undirected
Luis Enrique,Montoya,13,Undirected
F. Navarro,Gerard,13,Undirected
Antić,Saviola,13,Undirected
F. Navarro,Oleguer,13,Undirected
Nico,Riqui Puig,13,Undirected
Eskurza,Sergi,13,Undirected
Cruijff,Eskurza,13,Undirected
Andersson,Gerard,13,Undirected
Déhu,Kluivert,13,Undirected
Bartra,Thiago,13,Undirected
Arnau,Dani,13,Undirected
Déhu,Rivaldo,13,Undirected
Fontàs,Messi,13,Undirected
A. Gomes,Mathieu,13,Undirected
M. López,Puyol,13,Undirected
M. López,Ronaldinho,13,Undirected
Eto'o,M. López,13,Undirected
Amunike,Popescu,13,Undirected
Amor,Amunike,13,Undirected
Amunike,Blanc,13,Undirected
Afellay,Puyol,13,Undirected
Begiristain,Cristóbal,13,Undirected
G. dos Santos,Sylvinho,13,Undirected
Davids,Ronaldinho,13,Undirected
Davids,Oleguer,13,Undirected
Davids,Reiziger,13,Undirected
Deco,Saviola,13,Undirected
Abidal,Oleguer,13,Undirected
Milito,Villa,12,Undirected
Davids,Víctor Valdés,12,Undirected
Riqui Puig,Èric García,12,Undirected
Abde,Piqué,12,Undirected
Juan Carlos,Romário,12,Undirected
Márquez,Quaresma,12,Undirected
Kluivert,Luis García,12,Undirected
Amor,Estebaranz,12,Undirected
Cruijff,Estebaranz,12,Undirected
Iniesta,Luis García,12,Undirected
Márquez,Overmars,12,Undirected
Cuenca,Pinto,12,Undirected
F. Navarro,Rijkaard,12,Undirected
Coutinho,Nico,12,Undirected
Anderson,F. de Boer,12,Undirected
Kluivert,Okunowo,12,Undirected
Aleñá,Vermaelen,12,Undirected
Bojan,J. dos Santos,12,Undirected
A. Gomes,Vermaelen,12,Undirected
Dugarry,Hesp,12,Undirected
Deulofeu,Paulinho,12,Undirected
Digne,Vermaelen,12,Undirected
Pellegrino,Xavi,12,Undirected
Arnau,F. de Boer,12,Undirected
Guardiola,Pellegrino,12,Undirected
Mascherano,Samper,12,Undirected
Estebaranz,Koeman,12,Undirected
Alcácer,Aleñá,12,Undirected
Motta,Thuram,12,Undirected
Dutruel,Serra Ferrer,12,Undirected
Cuéllar,Robson,12,Undirected
Déhu,F. de Boer,12,Undirected
Bartra,Puyol,12,Undirected
Daniel Alves,Fontàs,12,Undirected
Déhu,Guardiola,12,Undirected
Riqui Puig,Valverde,12,Undirected
Eskurza,Stoichkov,12,Undirected
Nico,S. Roberto,12,Undirected
Abelardo,Eusebio,12,Undirected
F. Navarro,Iniesta,12,Undirected
De Jong,Demir,12,Undirected
Martino,Puyol,12,Undirected
Arda,Munir,12,Undirected
Gerard,Guardiola,12,Undirected
Dutruel,Reiziger,12,Undirected
Edmílson,Jorquera,12,Undirected
Cocu,Òscar,12,Undirected
Dugarry,Sergi,12,Undirected
Cáceres,Puyol,12,Undirected
Dugarry,Van Gaal,12,Undirected
Abelardo,Dutruel,12,Undirected
Cillessen,Dembélé,12,Undirected
Belletti,Jorquera,12,Undirected
Déhu,Zenden,12,Undirected
M. López,Xavi,12,Undirected
Fontàs,J. dos Santos,12,Undirected
Déhu,Reiziger,12,Undirected
Bogarde,Simão,12,Undirected
Guardiola,Litmanen,12,Undirected
D. Suárez,Munir,12,Undirected
Bogarde,Ferrer,12,Undirected
Adama,Piqué,12,Undirected
Thuram,Touré,12,Undirected
Antić,Gabri,12,Undirected
Oleguer,Overmars,12,Undirected
Andersson,Rochemback,12,Undirected
Cuéllar,Guardiola,12,Undirected
Busquets,Carreras,12,Undirected
F. Navarro,Geovanni,12,Undirected
Cristóbal,Koeman,12,Undirected
Cristóbal,Laudrup,12,Undirected
Cristóbal,Stoichkov,12,Undirected
Adama,Dest,12,Undirected
Puyol,V. Sánchez,12,Undirected
Iniesta,Roura,12,Undirected
Sandro,Ter Stegen,12,Undirected
Pedro,Sandro,12,Undirected
Bogarde,Nadal,12,Undirected
Lewandowski,Pablo Torre,12,Undirected
Lewandowski,Piqué,12,Undirected
Alexanko,Soler,12,Undirected
Jordi Alba,Pablo Torre,12,Undirected
Guardiola,Serna,12,Undirected
Montoya,Rafinha,12,Undirected
Balde,Pablo Torre,12,Undirected
Antić,Overmars,12,Undirected
López Rekarte,Zubizarreta,12,Undirected
Davids,Saviola,12,Undirected
Messi,Roura,12,Undirected
Daniel Alves,Roura,12,Undirected
Ferran,Lenglet,12,Undirected
Antić,Reiziger,12,Undirected
Adama,Èric García,12,Undirected
Neto,Pedri,12,Undirected
Christanval,Coco,12,Undirected
Chygrynskyi,Messi,12,Undirected
Rochemback,Sergi,12,Undirected
Celades,Hagi,12,Undirected
Guðjohnsen,Pinto,12,Undirected
Ansu Fati,Coutinho,12,Undirected
Braithwaite,Neto,12,Undirected
Iván Iglesias,Jordi Cruijff,12,Undirected
Amor,Prosinečki,12,Undirected
Trincão,Umtiti,12,Undirected
Hagi,Jordi Cruijff,12,Undirected
Fontàs,Xavi,12,Undirected
Braithwaite,Ilaix,12,Undirected
Daniel Alves,Vermaelen,12,Undirected
Puyol,Serra Ferrer,12,Undirected
Nadal,Prosinečki,12,Undirected
Messi,Neto,12,Undirected
Riqui Puig,Setién,12,Undirected
Cuéllar,De la Peña,12,Undirected
Carreras,Figo,12,Undirected
Riqui Puig,Suárez,12,Undirected
Hagi,Stoichkov,12,Undirected
Ilaix,Trincão,12,Undirected
Malcom,Umtiti,12,Undirected
Arnau,Puyol,12,Undirected
Fontàs,Maxwell,12,Undirected
Fontàs,Piqué,12,Undirected
Alcácer,Vermaelen,11,Undirected
Arda,Cillessen,11,Undirected
F. de Boer,Pellegrino,11,Undirected
Estebaranz,Romário,11,Undirected
Eskurza,Guardiola,11,Undirected
Estebaranz,Zubizarreta,11,Undirected
Abelardo,Begiristain,11,Undirected
Milito,Sylvinho,11,Undirected
Bartra,Samper,11,Undirected
M. López,Márquez,11,Undirected
Arthur,Cillessen,11,Undirected
Jeffrén,Thiago,11,Undirected
Cuéllar,Luis Enrique,11,Undirected
Abelardo,Amunike,11,Undirected
Miranda,Valverde,11,Undirected
Guardiola,Petit,11,Undirected
Aleix Vidal,Bravo,11,Undirected
Jeffrén,Milito,11,Undirected
Rafinha,Vidal,11,Undirected
Eto'o,Jorquera,11,Undirected
Alcácer,Coutinho,11,Undirected
Anderson,Pizzi,11,Undirected
Deco,Jorquera,11,Undirected
Guardiola,Ćirić,11,Undirected
Dugarry,Figo,11,Undirected
Anderson,F. Couto,11,Undirected
Dutruel,Overmars,11,Undirected
D. Suárez,Mathieu,11,Undirected
Aleix Vidal,Munir,11,Undirected
Aleix Vidal,Aleñá,11,Undirected
Celades,Okunowo,11,Undirected
Giovanni,Pellegrino,11,Undirected
Cillessen,Rafinha,11,Undirected
Cillessen,Luis Enrique,11,Undirected
Dugarry,Rivaldo,11,Undirected
Jorquera,Motta,11,Undirected
Iñaki Peña,Xavi,11,Undirected
Iñaki Peña,Kessié,11,Undirected
Abde,Araújo,11,Undirected
Guðjohnsen,Jorquera,11,Undirected
Amor,López Rekarte,11,Undirected
M. Alonso,Pablo Torre,11,Undirected
Cruijff,López Rekarte,11,Undirected
Davids,Van Bronckhorst,11,Undirected
Fontàs,Villa,11,Undirected
Abidal,Fontàs,11,Undirected
Fontàs,Mascherano,11,Undirected
S. Roberto,Thiago,11,Undirected
Afellay,Thiago,11,Undirected
Afellay,Bojan,11,Undirected
Estebaranz,Ferrer,11,Undirected
Ansu Fati,Mingueza,11,Undirected
Celades,Xavi,11,Undirected
Jordi Alba,Samper,11,Undirected
Iniesta,Samper,11,Undirected
F. Navarro,Riquelme,11,Undirected
Gavi,Koeman,11,Undirected
Coutinho,Èric García,11,Undirected
Gerard,Van Gaal,11,Undirected
Rochemback,Van Gaal,11,Undirected
Celades,Kodro,11,Undirected
Braithwaite,Vidal,11,Undirected
Carles Pérez,Vidal,11,Undirected
Chygrynskyi,Xavi,11,Undirected
Damià,Puyol,11,Undirected
Christanval,Gerard,11,Undirected
Eskurza,Koeman,11,Undirected
Bakero,Eskurza,11,Undirected
Bakero,Cuéllar,11,Undirected
Cruijff,Moreno,11,Undirected
Busquets,Prosinečki,11,Undirected
Chygrynskyi,Víctor Valdés,11,Undirected
Abelardo,Romário,11,Undirected
Reina,Saviola,11,Undirected
Neto,Trincão,11,Undirected
Dest,Neto,11,Undirected
